<date:hour:url>,Total Event_count
2019-09-12:06:http://example.com/?url=119,2
2019-09-12:06:http://example.com/?url=120,2
2019-09-12:06:http://example.com/?url=122,1
2019-09-12:06:http://example.com/?url=123,4
2019-09-12:06:http://example.com/?url=124,3
2019-09-12:06:http://example.com/?url=125,4
2019-09-12:06:http://example.com/?url=126,3
2019-09-12:06:http://example.com/?url=127,4
2019-09-12:06:http://example.com/?url=128,3
2019-09-12:06:http://example.com/?url=129,2
2019-09-12:06:http://example.com/?url=130,2
2019-09-12:06:http://example.com/?url=131,4
2019-09-12:06:http://example.com/?url=132,1
2019-09-12:06:http://example.com/?url=133,4
2019-09-12:06:http://example.com/?url=134,5
2019-09-12:06:http://example.com/?url=135,3
2019-09-12:06:http://example.com/?url=136,6
2019-09-12:06:http://example.com/?url=137,1
2019-09-12:06:http://example.com/?url=138,2
2019-09-12:06:http://example.com/?url=139,4
2019-09-12:06:http://example.com/?url=140,3
2019-09-12:06:http://example.com/?url=141,2
2019-09-12:06:http://example.com/?url=142,4
2019-09-12:06:http://example.com/?url=143,5
2019-09-12:06:http://example.com/?url=144,7
2019-09-12:06:http://example.com/?url=145,4
2019-09-12:06:http://example.com/?url=146,3
2019-09-12:06:http://example.com/?url=147,3
2019-09-12:06:http://example.com/?url=148,4
2019-09-12:06:http://example.com/?url=149,2
2019-09-12:06:http://example.com/?url=150,8
2019-09-12:06:http://example.com/?url=151,2
2019-09-12:06:http://example.com/?url=152,3
2019-09-12:06:http://example.com/?url=153,1
2019-09-12:06:http://example.com/?url=154,3
2019-09-12:06:http://example.com/?url=155,5
2019-09-12:06:http://example.com/?url=156,3
2019-09-12:06:http://example.com/?url=157,1
2019-09-12:06:http://example.com/?url=158,3
2019-09-12:06:http://example.com/?url=159,4
2019-09-12:06:http://example.com/?url=160,2
2019-09-12:06:http://example.com/?url=161,2
2019-09-12:06:http://example.com/?url=162,5
2019-09-12:06:http://example.com/?url=163,4
2019-09-12:06:http://example.com/?url=164,1
2019-09-12:06:http://example.com/?url=165,4
2019-09-12:06:http://example.com/?url=166,1
2019-09-12:06:http://example.com/?url=167,5
2019-09-12:06:http://example.com/?url=168,2
2019-09-12:06:http://example.com/?url=169,2
2019-09-12:06:http://example.com/?url=170,4
2019-09-12:06:http://example.com/?url=171,1
2019-09-12:06:http://example.com/?url=172,3
2019-09-12:06:http://example.com/?url=173,2
2019-09-12:06:http://example.com/?url=174,5
2019-09-12:06:http://example.com/?url=175,2
2019-09-12:06:http://example.com/?url=176,3
2019-09-12:06:http://example.com/?url=177,1
2019-09-12:06:http://example.com/?url=179,2
2019-09-12:06:http://example.com/?url=180,3
2019-09-12:06:http://example.com/?url=181,4
2019-09-12:06:http://example.com/?url=182,5
2019-09-12:06:http://example.com/?url=183,6
2019-09-12:06:http://example.com/?url=184,2
2019-09-12:06:http://example.com/?url=185,3
2019-09-12:06:http://example.com/?url=186,4
2019-09-12:06:http://example.com/?url=188,3
2019-09-12:06:http://example.com/?url=189,4
2019-09-12:06:http://example.com/?url=190,5
2019-09-12:06:http://example.com/?url=191,3
2019-09-12:06:http://example.com/?url=192,5
2019-09-12:06:http://example.com/?url=193,3
2019-09-12:06:http://example.com/?url=194,4
2019-09-12:06:http://example.com/?url=195,5
2019-09-12:06:http://example.com/?url=196,2
2019-09-12:06:http://example.com/?url=197,2
2019-09-12:06:http://example.com/?url=198,3
2019-09-12:06:http://example.com/?url=199,4
2019-09-12:07:http://example.com/?url=001,2
2019-09-12:07:http://example.com/?url=002,1
2019-09-12:07:http://example.com/?url=003,2
2019-09-12:07:http://example.com/?url=004,1
2019-09-12:07:http://example.com/?url=005,6
2019-09-12:07:http://example.com/?url=006,1
2019-09-12:07:http://example.com/?url=007,1
2019-09-12:07:http://example.com/?url=008,4
2019-09-12:07:http://example.com/?url=009,3
2019-09-12:07:http://example.com/?url=010,5
2019-09-12:07:http://example.com/?url=011,3
2019-09-12:07:http://example.com/?url=012,2
2019-09-12:07:http://example.com/?url=013,3
2019-09-12:07:http://example.com/?url=014,2
2019-09-12:07:http://example.com/?url=015,6
2019-09-12:07:http://example.com/?url=016,6
2019-09-12:07:http://example.com/?url=017,5
2019-09-12:07:http://example.com/?url=018,5
2019-09-12:07:http://example.com/?url=019,2
2019-09-12:07:http://example.com/?url=020,3
2019-09-12:07:http://example.com/?url=021,1
2019-09-12:07:http://example.com/?url=022,3
2019-09-12:07:http://example.com/?url=023,3
2019-09-12:07:http://example.com/?url=024,2
2019-09-12:07:http://example.com/?url=025,1
2019-09-12:07:http://example.com/?url=026,3
2019-09-12:07:http://example.com/?url=027,5
2019-09-12:07:http://example.com/?url=028,2
2019-09-12:07:http://example.com/?url=030,2
2019-09-12:07:http://example.com/?url=031,6
2019-09-12:07:http://example.com/?url=032,5
2019-09-12:07:http://example.com/?url=033,1
2019-09-12:07:http://example.com/?url=034,2
2019-09-12:07:http://example.com/?url=035,2
2019-09-12:07:http://example.com/?url=036,3
2019-09-12:07:http://example.com/?url=037,2
2019-09-12:07:http://example.com/?url=039,2
2019-09-12:07:http://example.com/?url=040,2
2019-09-12:07:http://example.com/?url=041,2
2019-09-12:07:http://example.com/?url=042,3
2019-09-12:07:http://example.com/?url=043,1
2019-09-12:07:http://example.com/?url=044,3
2019-09-12:07:http://example.com/?url=045,2
2019-09-12:07:http://example.com/?url=046,1
2019-09-12:07:http://example.com/?url=047,3
2019-09-12:07:http://example.com/?url=048,4
2019-09-12:07:http://example.com/?url=049,4
2019-09-12:07:http://example.com/?url=050,1
2019-09-12:07:http://example.com/?url=051,2
2019-09-12:07:http://example.com/?url=052,1
2019-09-12:07:http://example.com/?url=053,4
2019-09-12:07:http://example.com/?url=054,3
2019-09-12:07:http://example.com/?url=055,7
2019-09-12:07:http://example.com/?url=056,3
2019-09-12:07:http://example.com/?url=057,4
2019-09-12:07:http://example.com/?url=058,8
2019-09-12:07:http://example.com/?url=059,5
2019-09-12:07:http://example.com/?url=060,2
2019-09-12:07:http://example.com/?url=061,1
2019-09-12:07:http://example.com/?url=062,2
2019-09-12:07:http://example.com/?url=064,2
2019-09-12:07:http://example.com/?url=065,1
2019-09-12:07:http://example.com/?url=066,2
2019-09-12:07:http://example.com/?url=067,1
2019-09-12:07:http://example.com/?url=068,2
2019-09-12:07:http://example.com/?url=069,3
2019-09-12:07:http://example.com/?url=071,2
2019-09-12:07:http://example.com/?url=072,4
2019-09-12:07:http://example.com/?url=073,3
2019-09-12:07:http://example.com/?url=074,4
2019-09-12:07:http://example.com/?url=075,1
2019-09-12:07:http://example.com/?url=076,2
2019-09-12:07:http://example.com/?url=077,2
2019-09-12:07:http://example.com/?url=078,1
2019-09-12:07:http://example.com/?url=079,2
2019-09-12:07:http://example.com/?url=080,1
2019-09-12:07:http://example.com/?url=081,4
2019-09-12:07:http://example.com/?url=082,5
2019-09-12:07:http://example.com/?url=083,2
2019-09-12:07:http://example.com/?url=084,1
2019-09-12:07:http://example.com/?url=085,3
2019-09-12:07:http://example.com/?url=086,4
2019-09-12:07:http://example.com/?url=087,4
2019-09-12:07:http://example.com/?url=088,3
2019-09-12:07:http://example.com/?url=089,3
2019-09-12:07:http://example.com/?url=090,3
2019-09-12:07:http://example.com/?url=092,4
2019-09-12:07:http://example.com/?url=093,9
2019-09-12:07:http://example.com/?url=095,3
2019-09-12:07:http://example.com/?url=096,3
2019-09-12:07:http://example.com/?url=097,2
2019-09-12:07:http://example.com/?url=098,4
2019-09-12:07:http://example.com/?url=100,1
2019-09-12:07:http://example.com/?url=101,3
2019-09-12:07:http://example.com/?url=102,2
2019-09-12:07:http://example.com/?url=103,2
2019-09-12:07:http://example.com/?url=104,3
2019-09-12:07:http://example.com/?url=105,2
2019-09-12:07:http://example.com/?url=106,5
2019-09-12:07:http://example.com/?url=107,3
2019-09-12:07:http://example.com/?url=108,4
2019-09-12:07:http://example.com/?url=109,1
2019-09-12:07:http://example.com/?url=112,3
2019-09-12:07:http://example.com/?url=113,2
2019-09-12:07:http://example.com/?url=114,3
2019-09-12:07:http://example.com/?url=115,7
2019-09-12:07:http://example.com/?url=116,4
2019-09-12:07:http://example.com/?url=118,3
2019-09-12:07:http://example.com/?url=119,3
2019-09-12:07:http://example.com/?url=120,3
2019-09-12:07:http://example.com/?url=121,6
2019-09-12:07:http://example.com/?url=122,3
2019-09-12:07:http://example.com/?url=123,3
2019-09-12:07:http://example.com/?url=124,2
2019-09-12:07:http://example.com/?url=125,2
2019-09-12:07:http://example.com/?url=126,2
2019-09-12:07:http://example.com/?url=127,4
2019-09-12:07:http://example.com/?url=128,5
2019-09-12:07:http://example.com/?url=129,4
2019-09-12:07:http://example.com/?url=130,8
2019-09-12:07:http://example.com/?url=131,2
2019-09-12:07:http://example.com/?url=132,7
2019-09-12:07:http://example.com/?url=133,4
2019-09-12:07:http://example.com/?url=134,2
2019-09-12:07:http://example.com/?url=135,3
2019-09-12:07:http://example.com/?url=136,5
2019-09-12:07:http://example.com/?url=137,2
2019-09-12:07:http://example.com/?url=138,3
2019-09-12:07:http://example.com/?url=139,4
2019-09-12:07:http://example.com/?url=140,2
2019-09-12:07:http://example.com/?url=141,5
2019-09-12:07:http://example.com/?url=142,5
2019-09-12:07:http://example.com/?url=143,4
2019-09-12:07:http://example.com/?url=145,3
2019-09-12:07:http://example.com/?url=146,2
2019-09-12:07:http://example.com/?url=148,3
2019-09-12:07:http://example.com/?url=149,2
2019-09-12:07:http://example.com/?url=150,3
2019-09-12:07:http://example.com/?url=151,4
2019-09-12:07:http://example.com/?url=152,4
2019-09-12:07:http://example.com/?url=153,5
2019-09-12:07:http://example.com/?url=154,1
2019-09-12:07:http://example.com/?url=155,3
2019-09-12:07:http://example.com/?url=156,4
2019-09-12:07:http://example.com/?url=157,4
2019-09-12:07:http://example.com/?url=158,3
2019-09-12:07:http://example.com/?url=159,1
2019-09-12:07:http://example.com/?url=160,3
2019-09-12:07:http://example.com/?url=161,3
2019-09-12:07:http://example.com/?url=162,1
2019-09-12:07:http://example.com/?url=164,3
2019-09-12:07:http://example.com/?url=165,3
2019-09-12:07:http://example.com/?url=166,3
2019-09-12:07:http://example.com/?url=168,1
2019-09-12:07:http://example.com/?url=169,5
2019-09-12:07:http://example.com/?url=170,2
2019-09-12:07:http://example.com/?url=171,2
2019-09-12:07:http://example.com/?url=172,4
2019-09-12:07:http://example.com/?url=173,2
2019-09-12:07:http://example.com/?url=174,3
2019-09-12:07:http://example.com/?url=175,2
2019-09-12:07:http://example.com/?url=176,6
2019-09-12:07:http://example.com/?url=177,5
2019-09-12:07:http://example.com/?url=178,2
2019-09-12:07:http://example.com/?url=179,3
2019-09-12:07:http://example.com/?url=180,2
2019-09-12:07:http://example.com/?url=181,4
2019-09-12:07:http://example.com/?url=182,1
2019-09-12:07:http://example.com/?url=183,2
2019-09-12:07:http://example.com/?url=184,5
2019-09-12:07:http://example.com/?url=185,2
2019-09-12:07:http://example.com/?url=186,3
2019-09-12:07:http://example.com/?url=187,4
2019-09-12:07:http://example.com/?url=188,3
2019-09-12:07:http://example.com/?url=189,3
2019-09-12:07:http://example.com/?url=190,4
2019-09-12:07:http://example.com/?url=191,2
2019-09-12:07:http://example.com/?url=192,2
2019-09-12:07:http://example.com/?url=193,2
2019-09-12:07:http://example.com/?url=194,1
2019-09-12:07:http://example.com/?url=195,2
2019-09-12:07:http://example.com/?url=196,2
2019-09-12:07:http://example.com/?url=197,4
2019-09-12:07:http://example.com/?url=198,3
2019-09-12:07:http://example.com/?url=199,3
2019-09-12:08:http://example.com/?url=001,4
2019-09-12:08:http://example.com/?url=002,7
2019-09-12:08:http://example.com/?url=003,2
2019-09-12:08:http://example.com/?url=004,3
2019-09-12:08:http://example.com/?url=005,4
2019-09-12:08:http://example.com/?url=006,4
2019-09-12:08:http://example.com/?url=007,2
2019-09-12:08:http://example.com/?url=009,2
2019-09-12:08:http://example.com/?url=010,1
2019-09-12:08:http://example.com/?url=011,1
2019-09-12:08:http://example.com/?url=012,3
2019-09-12:08:http://example.com/?url=013,5
2019-09-12:08:http://example.com/?url=014,6
2019-09-12:08:http://example.com/?url=015,1
2019-09-12:08:http://example.com/?url=016,3
2019-09-12:08:http://example.com/?url=017,3
2019-09-12:08:http://example.com/?url=018,5
2019-09-12:08:http://example.com/?url=019,1
2019-09-12:08:http://example.com/?url=020,4
2019-09-12:08:http://example.com/?url=021,3
2019-09-12:08:http://example.com/?url=022,1
2019-09-12:08:http://example.com/?url=023,3
2019-09-12:08:http://example.com/?url=024,6
2019-09-12:08:http://example.com/?url=025,2
2019-09-12:08:http://example.com/?url=026,3
2019-09-12:08:http://example.com/?url=027,1
2019-09-12:08:http://example.com/?url=028,3
2019-09-12:08:http://example.com/?url=029,2
2019-09-12:08:http://example.com/?url=030,1
2019-09-12:08:http://example.com/?url=031,2
2019-09-12:08:http://example.com/?url=032,5
2019-09-12:08:http://example.com/?url=033,5
2019-09-12:08:http://example.com/?url=034,3
2019-09-12:08:http://example.com/?url=035,2
2019-09-12:08:http://example.com/?url=036,4
2019-09-12:08:http://example.com/?url=037,6
2019-09-12:08:http://example.com/?url=038,5
2019-09-12:08:http://example.com/?url=039,6
2019-09-12:08:http://example.com/?url=040,4
2019-09-12:08:http://example.com/?url=041,3
2019-09-12:08:http://example.com/?url=042,4
2019-09-12:08:http://example.com/?url=043,2
2019-09-12:08:http://example.com/?url=044,5
2019-09-12:08:http://example.com/?url=045,2
2019-09-12:08:http://example.com/?url=046,2
2019-09-12:08:http://example.com/?url=047,5
2019-09-12:08:http://example.com/?url=048,2
2019-09-12:08:http://example.com/?url=049,4
2019-09-12:08:http://example.com/?url=050,4
2019-09-12:08:http://example.com/?url=051,6
2019-09-12:08:http://example.com/?url=052,1
2019-09-12:08:http://example.com/?url=053,1
2019-09-12:08:http://example.com/?url=054,5
2019-09-12:08:http://example.com/?url=055,3
2019-09-12:08:http://example.com/?url=056,1
2019-09-12:08:http://example.com/?url=057,1
2019-09-12:08:http://example.com/?url=058,3
2019-09-12:08:http://example.com/?url=059,2
2019-09-12:08:http://example.com/?url=060,1
2019-09-12:08:http://example.com/?url=061,1
2019-09-12:08:http://example.com/?url=062,3
2019-09-12:08:http://example.com/?url=063,3
2019-09-12:08:http://example.com/?url=064,6
2019-09-12:08:http://example.com/?url=065,4
2019-09-12:08:http://example.com/?url=066,2
2019-09-12:08:http://example.com/?url=067,3
2019-09-12:08:http://example.com/?url=068,5
2019-09-12:08:http://example.com/?url=070,2
2019-09-12:08:http://example.com/?url=071,6
2019-09-12:08:http://example.com/?url=072,1
2019-09-12:08:http://example.com/?url=073,1
2019-09-12:08:http://example.com/?url=074,1
2019-09-12:08:http://example.com/?url=075,4
2019-09-12:08:http://example.com/?url=076,5
2019-09-12:08:http://example.com/?url=077,4
2019-09-12:08:http://example.com/?url=078,1
2019-09-12:08:http://example.com/?url=079,1
2019-09-12:08:http://example.com/?url=080,4
2019-09-12:08:http://example.com/?url=081,2
2019-09-12:08:http://example.com/?url=082,4
2019-09-12:08:http://example.com/?url=083,3
2019-09-12:08:http://example.com/?url=084,1
2019-09-12:08:http://example.com/?url=085,1
2019-09-12:08:http://example.com/?url=086,1
2019-09-12:08:http://example.com/?url=087,3
2019-09-12:08:http://example.com/?url=088,3
2019-09-12:08:http://example.com/?url=089,1
2019-09-12:08:http://example.com/?url=090,4
2019-09-12:08:http://example.com/?url=091,5
2019-09-12:08:http://example.com/?url=092,5
2019-09-12:08:http://example.com/?url=093,3
2019-09-12:08:http://example.com/?url=094,3
2019-09-12:08:http://example.com/?url=095,4
2019-09-12:08:http://example.com/?url=096,1
2019-09-12:08:http://example.com/?url=097,3
2019-09-12:08:http://example.com/?url=098,2
2019-09-12:08:http://example.com/?url=100,3
2019-09-12:08:http://example.com/?url=102,4
2019-09-12:08:http://example.com/?url=103,3
2019-09-12:08:http://example.com/?url=104,2
2019-09-12:08:http://example.com/?url=106,3
2019-09-12:08:http://example.com/?url=107,5
2019-09-12:08:http://example.com/?url=108,2
2019-09-12:08:http://example.com/?url=109,3
2019-09-12:08:http://example.com/?url=110,2
2019-09-12:08:http://example.com/?url=111,2
2019-09-12:08:http://example.com/?url=112,3
2019-09-12:08:http://example.com/?url=113,5
2019-09-12:08:http://example.com/?url=114,3
2019-09-12:08:http://example.com/?url=115,3
2019-09-12:08:http://example.com/?url=116,1
2019-09-12:08:http://example.com/?url=117,4
2019-09-12:08:http://example.com/?url=118,2
2019-09-12:08:http://example.com/?url=119,4
2019-09-12:08:http://example.com/?url=120,6
2019-09-12:08:http://example.com/?url=121,2
2019-09-12:08:http://example.com/?url=122,3
2019-09-12:08:http://example.com/?url=124,5
2019-09-12:08:http://example.com/?url=125,1
2019-09-12:08:http://example.com/?url=126,5
2019-09-12:08:http://example.com/?url=127,3
2019-09-12:08:http://example.com/?url=128,3
2019-09-12:08:http://example.com/?url=129,1
2019-09-12:08:http://example.com/?url=130,3
2019-09-12:08:http://example.com/?url=131,2
2019-09-12:08:http://example.com/?url=132,5
2019-09-12:08:http://example.com/?url=133,4
2019-09-12:08:http://example.com/?url=134,2
2019-09-12:08:http://example.com/?url=135,1
2019-09-12:08:http://example.com/?url=136,2
2019-09-12:08:http://example.com/?url=137,6
2019-09-12:08:http://example.com/?url=138,1
2019-09-12:08:http://example.com/?url=139,1
2019-09-12:08:http://example.com/?url=141,5
2019-09-12:08:http://example.com/?url=142,3
2019-09-12:08:http://example.com/?url=143,3
2019-09-12:08:http://example.com/?url=145,5
2019-09-12:08:http://example.com/?url=146,3
2019-09-12:08:http://example.com/?url=147,5
2019-09-12:08:http://example.com/?url=148,2
2019-09-12:08:http://example.com/?url=149,3
2019-09-12:08:http://example.com/?url=150,5
2019-09-12:08:http://example.com/?url=151,5
2019-09-12:08:http://example.com/?url=152,1
2019-09-12:08:http://example.com/?url=153,2
2019-09-12:08:http://example.com/?url=154,3
2019-09-12:08:http://example.com/?url=155,2
2019-09-12:08:http://example.com/?url=156,3
2019-09-12:08:http://example.com/?url=157,5
2019-09-12:08:http://example.com/?url=158,3
2019-09-12:08:http://example.com/?url=159,2
2019-09-12:08:http://example.com/?url=160,2
2019-09-12:08:http://example.com/?url=161,1
2019-09-12:08:http://example.com/?url=164,2
2019-09-12:08:http://example.com/?url=165,2
2019-09-12:08:http://example.com/?url=166,1
2019-09-12:08:http://example.com/?url=168,2
2019-09-12:08:http://example.com/?url=169,5
2019-09-12:08:http://example.com/?url=170,2
2019-09-12:08:http://example.com/?url=171,3
2019-09-12:08:http://example.com/?url=172,5
2019-09-12:08:http://example.com/?url=173,2
2019-09-12:08:http://example.com/?url=174,4
2019-09-12:08:http://example.com/?url=175,1
2019-09-12:08:http://example.com/?url=176,4
2019-09-12:08:http://example.com/?url=177,4
2019-09-12:08:http://example.com/?url=178,2
2019-09-12:08:http://example.com/?url=179,2
2019-09-12:08:http://example.com/?url=180,1
2019-09-12:08:http://example.com/?url=181,3
2019-09-12:08:http://example.com/?url=182,3
2019-09-12:08:http://example.com/?url=183,1
2019-09-12:08:http://example.com/?url=184,3
2019-09-12:08:http://example.com/?url=185,3
2019-09-12:08:http://example.com/?url=186,1
2019-09-12:08:http://example.com/?url=187,2
2019-09-12:08:http://example.com/?url=188,3
2019-09-12:08:http://example.com/?url=189,2
2019-09-12:08:http://example.com/?url=190,2
2019-09-12:08:http://example.com/?url=191,4
2019-09-12:08:http://example.com/?url=192,1
2019-09-12:08:http://example.com/?url=193,3
2019-09-12:08:http://example.com/?url=194,2
2019-09-12:08:http://example.com/?url=195,4
2019-09-12:08:http://example.com/?url=196,3
2019-09-12:08:http://example.com/?url=197,1
2019-09-12:08:http://example.com/?url=198,1
2019-09-12:08:http://example.com/?url=199,4
2019-09-12:09:http://example.com/?url=001,5
2019-09-12:09:http://example.com/?url=002,5
2019-09-12:09:http://example.com/?url=003,1
2019-09-12:09:http://example.com/?url=004,3
2019-09-12:09:http://example.com/?url=005,3
2019-09-12:09:http://example.com/?url=006,4
2019-09-12:09:http://example.com/?url=007,2
2019-09-12:09:http://example.com/?url=008,4
2019-09-12:09:http://example.com/?url=009,1
2019-09-12:09:http://example.com/?url=010,3
2019-09-12:09:http://example.com/?url=011,2
2019-09-12:09:http://example.com/?url=012,1
2019-09-12:09:http://example.com/?url=013,5
2019-09-12:09:http://example.com/?url=014,3
2019-09-12:09:http://example.com/?url=015,4
2019-09-12:09:http://example.com/?url=016,8
2019-09-12:09:http://example.com/?url=017,3
2019-09-12:09:http://example.com/?url=018,5
2019-09-12:09:http://example.com/?url=019,1
2019-09-12:09:http://example.com/?url=020,3
2019-09-12:09:http://example.com/?url=021,2
2019-09-12:09:http://example.com/?url=022,2
2019-09-12:09:http://example.com/?url=024,4
2019-09-12:09:http://example.com/?url=025,7
2019-09-12:09:http://example.com/?url=026,3
2019-09-12:09:http://example.com/?url=027,1
2019-09-12:09:http://example.com/?url=028,2
2019-09-12:09:http://example.com/?url=030,2
2019-09-12:09:http://example.com/?url=032,3
2019-09-12:09:http://example.com/?url=033,1
2019-09-12:09:http://example.com/?url=034,2
2019-09-12:09:http://example.com/?url=035,1
2019-09-12:09:http://example.com/?url=036,1
2019-09-12:09:http://example.com/?url=037,4
2019-09-12:09:http://example.com/?url=038,1
2019-09-12:09:http://example.com/?url=039,4
2019-09-12:09:http://example.com/?url=040,3
2019-09-12:09:http://example.com/?url=041,1
2019-09-12:09:http://example.com/?url=042,2
2019-09-12:09:http://example.com/?url=043,2
2019-09-12:09:http://example.com/?url=044,3
2019-09-12:09:http://example.com/?url=045,4
2019-09-12:09:http://example.com/?url=046,1
2019-09-12:09:http://example.com/?url=047,4
2019-09-12:09:http://example.com/?url=048,2
2019-09-12:09:http://example.com/?url=049,2
2019-09-12:09:http://example.com/?url=050,2
2019-09-12:09:http://example.com/?url=051,2
2019-09-12:09:http://example.com/?url=052,1
2019-09-12:09:http://example.com/?url=053,1
2019-09-12:09:http://example.com/?url=054,2
2019-09-12:09:http://example.com/?url=055,5
2019-09-12:09:http://example.com/?url=056,5
2019-09-12:09:http://example.com/?url=057,3
2019-09-12:09:http://example.com/?url=058,3
2019-09-12:09:http://example.com/?url=059,4
2019-09-12:09:http://example.com/?url=060,1
2019-09-12:09:http://example.com/?url=061,3
2019-09-12:09:http://example.com/?url=063,2
2019-09-12:09:http://example.com/?url=064,3
2019-09-12:09:http://example.com/?url=065,2
2019-09-12:09:http://example.com/?url=066,4
2019-09-12:09:http://example.com/?url=067,2
2019-09-12:09:http://example.com/?url=068,1
2019-09-12:09:http://example.com/?url=069,1
2019-09-12:09:http://example.com/?url=070,4
2019-09-12:09:http://example.com/?url=071,3
2019-09-12:09:http://example.com/?url=072,3
2019-09-12:09:http://example.com/?url=073,4
2019-09-12:09:http://example.com/?url=074,3
2019-09-12:09:http://example.com/?url=075,5
2019-09-12:09:http://example.com/?url=076,4
2019-09-12:09:http://example.com/?url=077,4
2019-09-12:09:http://example.com/?url=078,2
2019-09-12:09:http://example.com/?url=079,4
2019-09-12:09:http://example.com/?url=080,2
2019-09-12:09:http://example.com/?url=081,2
2019-09-12:09:http://example.com/?url=082,3
2019-09-12:09:http://example.com/?url=083,2
2019-09-12:09:http://example.com/?url=084,3
2019-09-12:09:http://example.com/?url=085,4
2019-09-12:09:http://example.com/?url=086,3
2019-09-12:09:http://example.com/?url=087,3
2019-09-12:09:http://example.com/?url=088,3
2019-09-12:09:http://example.com/?url=089,2
2019-09-12:09:http://example.com/?url=091,2
2019-09-12:09:http://example.com/?url=092,2
2019-09-12:09:http://example.com/?url=093,1
2019-09-12:09:http://example.com/?url=094,2
2019-09-12:09:http://example.com/?url=095,3
2019-09-12:09:http://example.com/?url=096,5
2019-09-12:09:http://example.com/?url=097,1
2019-09-12:09:http://example.com/?url=098,3
2019-09-12:09:http://example.com/?url=099,6
2019-09-12:09:http://example.com/?url=100,4
2019-09-12:09:http://example.com/?url=101,4
2019-09-12:09:http://example.com/?url=102,2
2019-09-12:09:http://example.com/?url=103,2
2019-09-12:09:http://example.com/?url=104,1
2019-09-12:09:http://example.com/?url=105,2
2019-09-12:09:http://example.com/?url=106,4
2019-09-12:09:http://example.com/?url=107,1
2019-09-12:09:http://example.com/?url=109,1
2019-09-12:09:http://example.com/?url=110,3
2019-09-12:09:http://example.com/?url=111,7
2019-09-12:09:http://example.com/?url=112,7
2019-09-12:09:http://example.com/?url=113,4
2019-09-12:09:http://example.com/?url=114,1
2019-09-12:09:http://example.com/?url=115,3
2019-09-12:09:http://example.com/?url=116,1
2019-09-12:09:http://example.com/?url=117,1
2019-09-12:09:http://example.com/?url=118,2
2019-09-12:09:http://example.com/?url=119,1
2019-09-12:09:http://example.com/?url=120,7
2019-09-12:09:http://example.com/?url=121,5
2019-09-12:09:http://example.com/?url=122,3
2019-09-12:09:http://example.com/?url=123,7
2019-09-12:09:http://example.com/?url=124,1
2019-09-12:09:http://example.com/?url=125,2
2019-09-12:09:http://example.com/?url=126,6
2019-09-12:09:http://example.com/?url=127,2
2019-09-12:09:http://example.com/?url=128,2
2019-09-12:09:http://example.com/?url=129,5
2019-09-12:09:http://example.com/?url=130,2
2019-09-12:09:http://example.com/?url=131,3
2019-09-12:09:http://example.com/?url=132,1
2019-09-12:09:http://example.com/?url=133,3
2019-09-12:09:http://example.com/?url=134,4
2019-09-12:09:http://example.com/?url=135,5
2019-09-12:09:http://example.com/?url=136,3
2019-09-12:09:http://example.com/?url=137,5
2019-09-12:09:http://example.com/?url=138,1
2019-09-12:09:http://example.com/?url=139,1
2019-09-12:09:http://example.com/?url=140,5
2019-09-12:09:http://example.com/?url=141,2
2019-09-12:09:http://example.com/?url=142,1
2019-09-12:09:http://example.com/?url=143,2
2019-09-12:09:http://example.com/?url=144,2
2019-09-12:09:http://example.com/?url=145,3
2019-09-12:09:http://example.com/?url=146,2
2019-09-12:09:http://example.com/?url=147,2
2019-09-12:09:http://example.com/?url=148,3
2019-09-12:09:http://example.com/?url=149,4
2019-09-12:09:http://example.com/?url=150,4
2019-09-12:09:http://example.com/?url=151,2
2019-09-12:09:http://example.com/?url=152,1
2019-09-12:09:http://example.com/?url=153,3
2019-09-12:09:http://example.com/?url=154,6
2019-09-12:09:http://example.com/?url=155,1
2019-09-12:09:http://example.com/?url=156,2
2019-09-12:09:http://example.com/?url=157,5
2019-09-12:09:http://example.com/?url=158,1
2019-09-12:09:http://example.com/?url=159,3
2019-09-12:09:http://example.com/?url=160,3
2019-09-12:09:http://example.com/?url=161,2
2019-09-12:09:http://example.com/?url=162,4
2019-09-12:09:http://example.com/?url=163,1
2019-09-12:09:http://example.com/?url=164,3
2019-09-12:09:http://example.com/?url=165,1
2019-09-12:09:http://example.com/?url=166,4
2019-09-12:09:http://example.com/?url=167,6
2019-09-12:09:http://example.com/?url=168,2
2019-09-12:09:http://example.com/?url=169,2
2019-09-12:09:http://example.com/?url=170,8
2019-09-12:09:http://example.com/?url=171,1
2019-09-12:09:http://example.com/?url=172,4
2019-09-12:09:http://example.com/?url=173,1
2019-09-12:09:http://example.com/?url=175,3
2019-09-12:09:http://example.com/?url=176,2
2019-09-12:09:http://example.com/?url=177,1
2019-09-12:09:http://example.com/?url=178,4
2019-09-12:09:http://example.com/?url=179,2
2019-09-12:09:http://example.com/?url=180,1
2019-09-12:09:http://example.com/?url=181,3
2019-09-12:09:http://example.com/?url=182,3
2019-09-12:09:http://example.com/?url=183,2
2019-09-12:09:http://example.com/?url=184,4
2019-09-12:09:http://example.com/?url=185,5
2019-09-12:09:http://example.com/?url=186,2
2019-09-12:09:http://example.com/?url=187,2
2019-09-12:09:http://example.com/?url=189,1
2019-09-12:09:http://example.com/?url=190,9
2019-09-12:09:http://example.com/?url=191,4
2019-09-12:09:http://example.com/?url=192,2
